p0	p1	p2	p3	p4	total	unknown
206536	0	7077895	814556	320615	9188660	769058
267414	1280862	4438054	1131784	366322	9188660	1704224
77760	0	8332847	229267	152714	9188660	396072
294685	0	5368766	1269884	373973	9188660	1881352
314364	2942469	5499435	0	0	9188660	432392
109579	0	8076908	430698	161779	9188660	409696
91702	0	8223432	364235	116207	9188660	393084
307577	1053578	3948701	1341478	390647	9188660	2146679
73825	0	8404594	239450	111285	9188660	359506
300203	821697	4282183	1243427	364396	9188660	2176754
229164	0	6355863	953024	354958	9188660	1295651
158755	0	7611565	577557	261534	9188660	579249
104185	0	8086109	389066	149657	9188660	459643
109617	0	8065968	447635	152964	9188660	412476
276111	1598649	3836518	1218239	319980	9188660	1939163
175859	0	7363184	679156	279606	9188660	690855
3282	0	8877113	0	0	9188660	308265
153235	0	7763141	546611	246668	9188660	479005
76241	0	8376352	260138	110218	9188660	365711
153972	0	7685973	573117	239890	9188660	535708
355160	1490301	3094237	1466511	490211	9188660	2292240
330552	676202	4014578	1346307	440506	9188660	2380515
89908	0	8241072	337908	113984	9188660	405788
166389	0	7480125	666896	244221	9188660	631029
83148	0	8276077	295688	121563	9188660	412184
82411	0	8291695	313887	98583	9188660	402084
64616	0	8426437	214756	97852	9188660	384999
86349	0	8223093	291563	147435	9188660	440220
129322	0	7769709	469011	189540	9188660	631078
88040	0	8259537	318958	119724	9188660	402401
164557	0	7604386	653221	237670	9188660	528826
113312	0	8055034	410715	163600	9188660	445999
110617	0	8040059	395556	152163	9188660	490265
345963	1152704	3803650	1448802	482831	9188660	1954710
81072	0	8323952	253282	120198	9188660	410156
86443	0	8280870	322845	104545	9188660	393957
189275	0	7034268	764223	275989	9188660	924905
54727	0	8514308	177126	78486	9188660	364013
71765	0	8382471	234385	115429	9188660	384610
108749	0	8082166	416988	154547	9188660	426210
119631	0	7851193	467122	172975	9188660	577739
163072	0	7588456	648258	216127	9188660	572747
70219	0	8399907	212941	100793	9188660	404800
300178	3030491	2391473	1208667	415305	9188660	1842546
296544	0	5777032	1223802	434858	9188660	1456424
139563	2189431	5249162	518721	242269	9188660	849514
255912	0	5742673	1086353	335169	9188660	1768553
197239	599849	5899660	888004	219650	9188660	1384258
178077	1845477	5288039	730022	253676	9188660	893369
345932	1702783	3515451	1444005	471912	9188660	1708577
383069	1186129	3014079	1562663	506315	9188660	2536405
341342	1031357	4051444	1406041	494677	9188660	1863799
353214	711943	3972656	1430909	478292	9188660	2241646
363312	1247447	3255750	1524402	528866	9188660	2268883
287810	2889208	2692193	1111745	446645	9188660	1761059
271107	3676322	2007704	1102474	349892	9188660	1781161
216958	858631	5438073	990384	206440	9188660	1478174
311515	1475111	3604822	1304325	423022	9188660	2069865
280987	1034284	4626064	1139757	408334	9188660	1699234
317814	0	5305311	1244085	436752	9188660	1884698
60455	0	8501364	209445	83205	9188660	334191
299563	2116147	3215788	1281107	387903	9188660	1888152
167132	0	6990548	610891	276684	9188660	1143405
317392	2884536	3058634	1415810	362696	9188660	1149592
370797	967340	3550459	1588420	456325	9188660	2255319
371634	1338392	3209617	1553264	491643	9188660	2224110
205616	0	6632220	864178	297692	9188660	1188954
277352	0	5369588	1235892	358780	9188660	1947048
290345	2922240	2516083	1163525	405901	9188660	1890566
268267	1325303	4356074	1068422	368492	9188660	1802102
190961	0	6945074	775397	265820	9188660	1011408
167646	0	7430542	700249	243190	9188660	647033
165932	0	7566008	654243	247679	9188660	554798
382468	0	4064364	1558776	462125	9188660	2720927
218540	643635	5808040	867151	322977	9188660	1328317
338211	1297551	3466383	1450530	449731	9188660	2186254
186844	955478	5676891	756722	256168	9188660	1356557
84236	0	8275157	342871	92017	9188660	394379
69571	0	8398892	203604	136122	9188660	380471
64070	0	8440813	208166	111328	9188660	364283
53237	0	8534070	152850	96758	9188660	351745
156787	0	7504118	615009	238889	9188660	673857
160750	0	7415667	645445	225797	9188660	741001
207707	0	6793756	863796	275108	9188660	1048293
81276	0	8296594	288307	119074	9188660	403409
292537	152199	5446258	1213884	413874	9188660	1669908
288932	0	5453106	1206813	401744	9188660	1838065
100232	0	8085860	451331	83226	9188660	468011
291355	4614412	689168	1246016	372616	9188660	1975093
231584	0	6263952	958317	329392	9188660	1405415
279589	0	5778667	1150032	420938	9188660	1559434
6638	449155	8478370	0	0	9188660	254497
387352	553527	3541692	1569220	560125	9188660	2576744
273299	4835160	691696	1119644	401152	9188660	1867709
225451	2639137	3553309	996521	266645	9188660	1507597
1813	0	8964602	0	0	9188660	222245
61375	0	8430095	192342	109814	9188660	395034
293729	330928	4989589	1204199	409506	9188660	1960709
288515	0	5552488	1147228	413906	9188660	1786523
304992	2007659	3119830	1351609	376519	9188660	2028051
210281	0	7086021	779855	373421	9188660	739082
252463	0	6167413	1050389	374853	9188660	1343542
265252	2906233	2893463	1115946	321469	9188660	1686297
120029	0	7987122	449425	188730	9188660	443354
87618	0	8137819	342639	126284	9188660	494300
94385	0	8165954	396625	110193	9188660	421503
82627	0	8293775	323612	89323	9188660	399323
232254	0	7170928	1003326	319109	9188660	463043
104763	0	8093663	391677	158923	9188660	439634
126360	0	7922431	458377	229854	9188660	451638
109785	0	8023029	386611	186827	9188660	482408
69714	0	8406819	247268	103263	9188660	361596
70259	0	8407489	235587	105094	9188660	370231
79962	0	8274330	289860	110088	9188660	434420
95482	0	8167297	354176	152559	9188660	419146
144283	0	7737564	571857	201403	9188660	533553
175797	0	7436314	710614	237651	9188660	628284
132688	0	7854229	534762	200160	9188660	466821
127032	0	7837917	489785	196367	9188660	537559
246428	660058	5452999	996053	365235	9188660	1467887
97994	0	8148009	366985	142326	9188660	433346
61582	0	8468271	208452	92784	9188660	357571
192428	0	7438928	778731	287079	9188660	491494
86871	0	8256437	348868	93339	9188660	403145
65666	0	8429203	221784	89834	9188660	382173
107317	0	8036756	394066	167498	9188660	483023
105883	0	8091542	412601	142555	9188660	436079
99554	0	8131210	368264	151409	9188660	438223
118793	0	7970535	439842	189774	9188660	469716
90544	0	8180088	325330	137387	9188660	455311
187516	0	7511649	756595	264454	9188660	468446
124380	0	7834965	448054	200655	9188660	580606
121525	0	7852316	494916	156484	9188660	563419
136860	0	7589352	519463	182609	9188660	760376
138594	0	7817116	562087	166971	9188660	503892
100609	0	8117536	397528	134908	9188660	438079
254877	173230	5635454	1107086	326454	9188660	1691559
298830	1244052	3914856	1197244	435751	9188660	2097927
67739	0	8386112	219064	123677	9188660	392068
107419	0	8067717	399371	171753	9188660	442400
61562	0	8474419	215876	78856	9188660	357947
218141	2414058	4000025	925869	292518	9188660	1338049
77270	0	8356338	276518	108550	9188660	369984
307817	301697	4690320	1296161	406287	9188660	2186378
193269	0	6873823	771661	286630	9188660	1063277
78233	0	8248560	270690	129747	9188660	461430
195195	0	6809532	833290	240048	9188660	1110595
113264	0	8047785	421046	179509	9188660	427056
123442	0	7859649	515374	157687	9188660	532508
233465	3245103	5359046	0	0	9188660	351046
389125	3694139	186995	1691210	478474	9188660	2748717
372337	0	4230075	1532084	453926	9188660	2600238
101323	0	8066541	374450	157762	9188660	488584
59900	0	8477201	207444	87737	9188660	356378
96366	0	8136649	335759	149939	9188660	469947
87448	0	8217474	352658	100066	9188660	431014
320585	1816871	3210452	1346335	420183	9188660	2074234
79883	0	8300351	279770	129880	9188660	398776
135553	0	7714275	552499	190083	9188660	596250
69333	0	8403140	214846	115148	9188660	386193
125078	0	7919200	502947	172846	9188660	468589
119084	0	7983622	458088	174998	9188660	452868
127391	0	7917498	569470	140935	9188660	433366
94778	0	8151041	344307	151880	9188660	446654
71224	0	8397167	230021	108600	9188660	381648
240805	0	7048570	1041765	341845	9188660	515675
364293	2221421	2405584	1533669	460612	9188660	2203081
241775	3960817	2026971	1036427	301733	9188660	1620937
257197	1240109	4508790	1040826	383130	9188660	1758608
204743	1282943	5259380	858360	263069	9188660	1320165
353284	2143828	2555211	1465549	488895	9188660	2181893
203847	1370130	5141078	837123	273569	9188660	1362913
78642	0	8306361	290825	111867	9188660	400965
89627	0	8260980	318299	132204	9188660	387550
77540	0	8312025	320088	75230	9188660	403777
78022	0	8331237	259185	136918	9188660	383298
92518	1497897	6681566	321928	112653	9188660	482098
161252	0	7569901	630010	242321	9188660	585176
111313	0	7969352	413557	182942	9188660	511496
13969	923976	8015746	0	0	9188660	234969
2186	0	8960094	0	0	9188660	226380
376574	1411026	2819697	1540213	523983	9188660	2517167
293959	0	5290764	1205800	390583	9188660	2007554
279179	0	5617308	1095320	403231	9188660	1793622
69297	0	8428761	255251	76358	9188660	358993
